organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,people_reached,month,year
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Mobbar,Damasak,Yes,Humanitarian,Yes,215.0,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,215.0,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,5775.0,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,585.0,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Mobbar,Damasak,Yes,Humanitarian,Yes,0.0,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,621.3333333,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,392.6666667,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,604.6666667,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,327.6666667,Jun,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,,Apr,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,,Apr,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,,Apr,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,,Apr,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Buduwa / Bula Chirabe,Yes,Humanitarian,,,Apr,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,,,Apr,2019
First Step Action for Children Initiative,FSACI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,No,Humanitarian,Yes,28.0,Jun,2019
First Step Action for Children Initiative,FSACI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,No,Humanitarian,Yes,22.0,Jun,2019
First Step Action for Children Initiative,FSACI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,No,Humanitarian,Yes,22.0,Jun,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Nganzai,Gajiram,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Nganzai,Gajiram,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Gamboru 'C',No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri North,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Limanti,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Lamisula/Jabba Mari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Hausari/Zango,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Fezzan,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  II,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  II,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Mairamri / Yeleri / Bazamri,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Maimusari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Gongulong,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Dala Lawanti,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Gumsuri/Misakurbudu,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,0.0,May,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Lamisula/Jabba Mari,No,Humanitarian,Yes,683.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,No,Humanitarian,Yes,778.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,No,Humanitarian,Yes,592.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Kawuri,No,Humanitarian,Yes,943.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,915.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Limanti,No,Humanitarian,Yes,580.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,No,Humanitarian,Yes,1222.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,697.3333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,1062.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,626.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,Yes,861.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,No,Humanitarian,Yes,2620.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,950.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,2736.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,No,Humanitarian,Yes,489.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,No,Humanitarian,Yes,2725.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Fezzan,No,Humanitarian,Yes,751.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Gamboru 'C',No,Humanitarian,Yes,1318.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Hausari/Zango,No,Humanitarian,Yes,485.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,No,Humanitarian,Yes,702.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,1238.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,1543.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,1975.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,1165.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Fezzan,No,Humanitarian,Yes,497.3333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,776.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,Yes,1584.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,1865.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,1512.333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,Yes,2588.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,No,Humanitarian,Yes,858.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,No,Humanitarian,Yes,909.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Nganzai,Kuda,No,Humanitarian,Yes,860.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,No,Humanitarian,Yes,1372.666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  II,No,Humanitarian,Yes,515.3333333,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Nganzai,Gajiram,No,Humanitarian,Yes,705.0,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,No,Humanitarian,Yes,763.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,No,Humanitarian,Yes,583.6666667,Jun,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Azur/Multe/Forfor,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Azur/Multe/Forfor,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Gumsuri/Misakurbudu,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Lamisula/Jabba Mari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Lamisula/Jabba Mari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Maimusari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Maimusari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,Nguda / Wuyaram,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Damboa,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Nganzai,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,,No,Humanitarian,,,Apr,2019
International Medical Corps,IMC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,,No,Humanitarian,,,Apr,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,315.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,127.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,103.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,190.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,109.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,Yes,391.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,204.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,268.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,772.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,37.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,157.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,74.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,423.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,Yes,41.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,138.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,6.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,411.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,119.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,41.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,Yes,314.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,392.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,578.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,197.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,263.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,181.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,446.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,418.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,Yes,126.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,30.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,143.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,496.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,102.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,1097.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,500.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,145.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,229.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,Yes,314.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,Yes,122.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,Yes,435.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Old Gamboru 'A',Yes,Humanitarian,Yes,276.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,51.0,May,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,382.0,May,2019
