organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,month,year
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Mobbar,Damasak,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Bama,Buduwa / Bula Chirabe,Yes,Humanitarian,,Feb,2019
Family Health International,FHI360,INGO,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Feb,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Betso,No,Humanitarian,,Mar,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,No,Humanitarian,,Mar,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Vimtim,No,Humanitarian,,Mar,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Betso,No,Humanitarian,,Feb,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Michika  I,No,Humanitarian,,Feb,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,No,Humanitarian,,Feb,2019
Gogoji Zumunchi Development initiative,GZDI,NNGO,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Vimtim,No,Humanitarian,,Feb,2019
Horn of Hope Vision for Peace and Cummunity Development of Nigeria,HOHVIPAD,NNGO,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,No,Humanitarian,,Mar,2019
Horn of Hope Vision for Peace and Cummunity Development of Nigeria,HOHVIPAD,NNGO,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Bakta,No,Nexus,,Feb,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Bularafa,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
